SensoDuino log file created:
DATE: 2014/4/29
TIME:  2:01:38
----------------------------
AccLin, 222, -1.7258526,-0.5685254,0.6588888, 3
Gravity, 223, 0.37836447,0.24502873,9.796285, 3
RotVec, 224, 0.018519115,-0.0103195645,0.46592972, 3
AccLin, 225, -0.76005435,-0.106930524,-0.39494514, 3
Gravity, 226, -0.1433508,0.16098464,9.80428, 3
RotVec, 227, 0.0038464733,0.010103121,0.5209474, 3
AccLin, 228, 0.64030516,0.9900833,0.55482674, 3
Gravity, 229, -0.74559575,0.52742696,9.76403, 3
RotVec, 230, 0.002164909,0.04611235,0.571671, 3
AccLin, 231, 0.07208407,-0.69500524,-2.0215578, 3
Gravity, 232, -0.6440233,0.47109386,9.774134, 3
RotVec, 233, -0.001248721,0.041884053,0.6223714, 3
AccLin, 234, -0.5960028,0.28617564,-0.918169, 3
Gravity, 235, -0.9158481,0.23624943,9.760932, 3
RotVec, 236, -0.019099073,0.044429127,0.6243396, 3
AccLin, 237, -0.52812934,1.0853024,0.40673256, 3
Gravity, 238, -0.64532757,0.4099978,9.776801, 3
RotVec, 239, -0.003800923,0.038949765,0.59137225, 3
AccLin, 240, -1.2716174,-1.4944661,3.946847, 3
Gravity, 241, -0.63724965,0.3331135,9.780252, 3
RotVec, 242, -0.0047483863,0.034336966,0.596528, 3
AccLin, 243, 1.2079587,-0.35702628,-2.0742445, 3
Gravity, 244, -0.9177722,0.07065116,9.763354, 3
RotVec, 245, -0.028311912,0.03543527,0.70225424, 3
AccLin, 246, 1.5761865,1.2522569,-0.34767628, 3
Gravity, 247, -1.2118917,-0.052579317,9.731338, 3
RotVec, 248, -0.043604597,0.042596176,0.68362105, 3
AccLin, 249, 1.3034627,1.4792769,0.52460766, 3
Gravity, 250, -2.014572,0.35325983,9.59099, 3
RotVec, 251, -0.043353315,0.09110975,0.59910655, 3
AccLin, 252, -0.1779809,-0.373092,-3.2856526, 3
Gravity, 253, -1.8736151,0.90855914,9.583031, 3
RotVec, 254, -0.016907547,0.10679562,0.559467, 3
AccLin, 255, 0.313689,-0.36745065,-0.91438293, 3
Gravity, 256, -1.3392198,0.64377296,9.693422, 3
RotVec, 257, -0.0065904753,0.07628505,0.518415, 3
AccLin, 258, 0.056125045,0.76962435,-0.2651167, 3
Gravity, 259, -1.2086746,0.62798417,9.711597, 3
RotVec, 260, 0.0071017044,0.06805209,0.34003732, 3
AccLin, 261, -0.42691338,-0.79861534,0.16494751, 3
Gravity, 262, -1.1764568,0.7139815,9.709612, 3
RotVec, 263, 0.025000153,0.06476493,0.17019592, 3
AccLin, 264, 0.8049695,-0.48212406,-1.2818832, 3
Gravity, 265, -0.60219735,0.68407863,9.764209, 3
RotVec, 266, 0.035221368,0.030884668,-0.0023937416, 3
AccLin, 267, -0.577786,0.37666875,-0.050242424, 3
Gravity, 268, -0.6919357,1.032872,9.727528, 3
RotVec, 269, 0.05680809,0.026915643,-0.16122116, 3
AccLin, 270, -0.5415946,-0.69121504,0.470747, 3
Gravity, 271, -0.81372565,1.040604,9.717272, 3
RotVec, 272, 0.060963277,0.028308386,-0.26052225, 3
AccLin, 273, -0.4925716,-2.051133,0.8770218, 3
Gravity, 274, -0.49874032,1.0508785,9.737417, 3
RotVec, 275, 0.058942217,0.0046757073,-0.36228374, 3
AccLin, 276, -0.64861614,-0.45599145,-0.26605892, 3
Gravity, 277, -0.42723805,1.0312185,9.742917, 3
RotVec, 278, 0.0562441,-0.009244797,-0.5281575, 3
AccLin, 279, -0.43735602,-0.3803076,-0.0129413605, 3
Gravity, 280, -0.6886602,1.0182126,9.729305, 3
RotVec, 281, 0.06470222,-0.006344629,-0.6207458, 3
Gravity, 282, -0.7984494,0.9037065,9.7322235, 3
RotVec, 283, 0.060534194,-0.0016363587,-0.6588067, 3
